Date,Text
2025-04-29 07:09:50,"Совет директоров ММК рекомендовал не выплачивать дивиденды за II полугодие 2024г

Совет директоров ""Магнитогорского металлургического комбината"" по итогам заседания 25 апреля вынес рекомендацию к годовому собранию акционеров не выплачивать дивиденды по результатам работы за 2024 год, говорится в сообщении компании.

По итогам I полугодия ММК выплатил 2,494 руб. на акцию.

Годовое собрание акционеров назначено на 30 мая и будет совмещено с заочным голосованием.

@ifax_go"
2025-04-29 07:09:17,"**Рубль утром дешевеет в паре с юанем на фоне активно дешевеющей нефти**

Китайский юань повышается на Московской бирже утром во вторник, рубль опускается на фоне активно дешевеющей нефти.

По итогам первой минуты торгов курс юаня составил 11,223 руб. (+2,3 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 5,31 коп. ниже уровня действующего официального курса.

@ifax_go"
2025-04-28 17:20:34,"**Краткий обзор экономической повестки дня:**

🔹 Чистая прибыль ""СПБ биржи"" по МСФО в 2024 году составила 1,07 млрд рублей против 678 млн рублей по итогам 2023 года.

🔹 Выручка МКПАО ""МД Медикал Груп"" в I квартале составила 8,96 млрд рублей, что на 16,9% больше, чем за аналогичный период 2024 года.

🔹 Сбербанк в I квартале 2025 года увеличил чистую прибыль по МСФО на 9,7% - до 436,1 млрд руб. по сравнению с 397,4 млрд руб.

🔹 МКПАО ""Лента"" по итогам I квартала нарастило выручку на 23,2%, до 248,8 млрд рублей.

🔹 Подконтрольный АФК ""Система"" лесопромышленный холдинг Segezha Group по итогам IV квартала 2024 года по МСФО получил чистый убыток в размере 7,38 млрд рублей, что на 33% больше, чем годом ранее.

🔹 Ритейлер мужской одежды и обуви в РФ Henderson по итогам 2024 года увеличил EBITDA по МСФО 16 на 18,9%, до 7,8 млрд рублей.

🔹 Набсовет ВТБ рекомендовал собранию акционеров направить на дивиденды 50% от чистой прибыли по МСФО за 2024 год, размер дивидендов на одну обыкновенную акцию составит 25,58 рубля.

🔹 ПАО ""ВИ.ру"" (бренд ""ВсеИнструменты.ру"") в 2024 году получило выручку в 170,1 млрд рублей, что на 28,1% выше показателя 2023 года.

🔹 Совет директоров ПАО ""Лизинговая компания ""Европлан"" рекомендовал годовому общему собранию акционеров принять решение о выплате финальных дивидендов за 2024 год в размере 29,0 рубля на акцию.

🔹 Совет директоров инвестиционного холдинга SFI (ПАО ""ЭсЭфАй"") рекомендовал выплатить финальные дивиденды за 2024 год в размере 83,5 рубля на акцию.

#итогидня
@ifax_go"
2025-04-28 15:57:18,"🇷🇺**Рынок акций РФ начал неделю с роста выше 3030п по индексу МосБиржи **

Рынок акций РФ начал короткую предпраздничную торговую неделю с роста на фоне известий, что президент РФ Владимир Путин объявил перемирие на Украине в дни 80-летия Победы; сдерживающим фактором для ""быков"" выступило ухудшение внешней конъюнктуры и просевшая нефть. Индекс МосБиржи превысил 3030 пунктов, лидировали в росте акции ВТБ (+15%, до 100,03 рубля) на дивидендных новостях, а также бумаги ""Газпрома"" (+3,8%).

По итогам торгов индекс МосБиржи составил 3034,3 пункта (+0,9%, днем индекс поднимался выше 3052 пунктов), индекс РТС - 1157,98 пункта (+1,1%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 3%.

Официальный курс доллара США, установленный ЦБ РФ с 29 апреля, составил 82,5467 руб. (-10,82 копейки).

@ifax_go"
2025-04-28 15:02:32,"🛢**Brent подешевела до $66,08 за баррель**

Снижение цен на нефть усилилось вечером в понедельник на опасениях излишка предложения на мировом рынке топлива.

Стоимость июньских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 17:46 мск снижается на $0,79 (1,18%), до $66,08 за баррель.

Фьючерсы на нефть WTI на июнь на торгах Нью-Йоркской товарной биржи подешевели к этому времени на $0,64 (1,02%), до $62,38 за баррель.

@ifax_go"
2025-04-28 14:32:57,"**Чистый убыток ""Совкомфлота"" по РСБУ вырос в I квартале в 5,3 раза**

Чистый убыток ПАО ""Совкомфлот"" по РСБУ вырос в I квартале 2025 г. по сравнению с аналогичным периодом прошлого года в 5,3 раза, до 296,8 млн руб. против 55,5 млн руб. годом ранее, сказано в отчете компании.

Выручка компании в отчетном периоде стал больше на 3% - 29,3 млн руб., валовая прибыль составила 1,6 млн руб. (рост в 3,2 раза к январю-марту 2024 г.), убыток от продаж - 477,5 млн руб. (-1,3%).

Долгосрочные обязательства компании по состоянию на 31 марта 2025 г. снизились, до 33,3 млрд руб., на 31 декабря 2024 г. сумма была равна 75,4 млрд руб. Краткосрочные обязательства выросли с 1,5 млрд руб. на конец года, до 31,3 млрд руб. на конец квартала.

В отчете сообщается, что в апреле 2025 г. компания подписала договор займа с кредитной организацией в рамках реструктуризации задолженности другой компании группы. Размер доступного кредита составил $129,6 млн. 

@ifax_go"
2025-04-28 14:14:21,"💵💶**Официальные курсы ЦБ РФ с 29 апреля - 82,5467 руб./$1 и 93,1801 руб.****/EUR1**

@ifax_go"
2025-04-28 14:12:05,"🇺🇸**Рынок акций США слабо колеблется в начале недели**

Американские фондовые индексы меняются слабо и разнонаправленно в начале торгов в понедельник после активного роста по итогам прошлой недели.

Цена бумаг Nvidia Corp. снижается на 2,1% на сообщениях СМИ о том, что китайская Huawei разработала свой микрочип Ascend 910D, который может оказаться более производительным, чем H100 от Nvidia.

Котировки акций IBM поднимаются на 0,9%. Компания озвучила план инвестировать $150 млрд в американскую экономику в ближайшие пять лет.

🔺Dow Jones к 16:59 мск повысился на 0,25% и составил 40212,91 пункта.

🔻S&P 500 понизился на 0,07% - до 5521,56 пункта.

🔻Nasdaq потерял 0,33% и составил 17325,49 пункта.

@ifax_go"
2025-04-28 14:05:45,"**Совет директоров ПАО ""Ви.Ру"" рекомендовал не выплачивать дивиденды-2024**

__""Часть чистой прибыли ООО ""ВсеИнструменты.ру"" (100-процентное дочернее общество ПАО) за 2024 год планируется выплатить в пользу общества в 2025 году. В этой связи вопрос о распределении прибыли общества за 2025 год должен быть рассмотрен не позднее 31 декабря 2025 года"",__ - уточняется в раскрытии компании.

При этом компания сообщила, что годовое собрание акционеров состоится 3 июня, дата закрытия реестра акционеров, имеющих право на участие в собрании 9 мая.

@ifax_go"
2025-04-28 14:00:31,"**Совет директоров SFI рекомендовал финальные дивиденды за 2024 год в размере 83,5 руб./акция**

Совет директоров инвестиционного холдинга SFI (ПАО ""ЭсЭфАй"") рекомендовал выплатить финальные дивиденды за 2024 год в размере 83,5 рубля на акцию, говорится в сообщении компании.

Всего на выплату дивидендов может быть направлено 4 млрд рублей.

Закрытие реестра акционеров для получения дивидендов - 9 июня.

Годовое собрание акционеров SFI пройдет 29 мая в очном формате с возможностью заочного голосования.

@ifax_go"
2025-04-28 13:15:46,"**Совет директоров ЛК ""Европлан"" рекомендовал финальные дивиденды за 2024 год**

Совет директоров ПАО ""Лизинговая компания ""Европлан"" рекомендовал годовому общему собранию акционеров принять решение о выплате финальных дивидендов за 2024 год в размере 29,0 рубля на акцию, сообщается в информации компании.

Объем финальных дивидендных выплат акционерам составит 3,48 млрд рублей.

Реестр акционеров для получения дивидендов закроется 7 июня. Годовое собрание назначено на 27 мая, голосование на нем совмещается с заочным голосованием. 

@ifax_go"
2025-04-28 13:13:22,"🗣**Дивиденды будут стоить ВТБ 1,1 п.п. достаточности капитала, банк восполнит их разными источниками**

__""Набсоветом было подтверждено решение менеджмента, то есть менеджмент предлагал именно это решение. Те изменения, которые произошли за предыдущие месяцы, во многом касаются нашего будущего. То есть дивиденды в финансовой организации во многом определяются не прошлым, а оценкой будущего. По сути, на изменение нашего решения как менеджмента повлияла новая оценка динамики банковского рынка (...) Рынки кредитования развиваются слабее, чем мы ожидали, и соответственно, на наш рост в соответствии с бизнес-планом нужно меньше капитала. И второе, это возможности по рыночному привлечению капитала взамен того утраченного, который будет связан с выплатой дивидендов. Две эти опции нами (ранее более - ИФ) консервативно оценивались, нежели в апреле этого года"",__ - заявил журналистам первый зампред правления ВТБ Дмитрий Пьянов.

Говоря о возможных рыночных источниках пополнения капитала, топ-менеджер заявил, что банк объявит о них __""чуть позднее""__. 

__""Естественно, выплата дивидендов в любом банке - это утрата на эту сумму капитала. Вы видите нашу достаточность, мы будем вынуждены ее восполнить, в идеале до момента выплаты (дивидендов). Разбивка по инструментам, которыми мы будем восполнять, включает в себя как наши внутренние источники, так и внешние источники. Когда придет время, а речь идет об ожидании нескольких месяцев, мы, естественно, представим все внешние действия, которые будут направлены на восполнение утраты капитала, связанной с выплатой дивидендов""__, - сказал Пьянов.

Отвечая на вопрос, может ли банк провести дополнительную эмиссию акций, он сказал: __""Я не исключаю допэмиссию"".__

По оценке ВТБ, выплата дивидендов может стоить снизить норматив достаточности капитала группы Н20 на 1,1 п.п.

@ifax_go"
2025-04-28 13:02:46,"**Сбербанк сохраняет прогноз по курсу на 2025 год в 100 рублей/$**

__""Что касается курса доллара, то мы в нашем базовом прогнозе предполагали его около 100 рублей на протяжении 2025 года. Конечно, текущее укрепление рубля во многом связано с такими внешнеполитическими факторами, и предполагать, что будет дальше, очень трудно здесь. Пока мы остаемся в рамках нашего ожидания""__, - заявил зампред правления, финансовый директор Сбербанка Тарас Скворцов на конференц-звонке в понедельник.

__""Но как будет по факту, и что будет с санкционным режимом, что будет с нашей торговлей после возможного ослабления либо потенциального ужесточения санкций, очень трудно предполагать"",__ - отметил топ-менеджер.

Он обратил внимание на фрагментацию валютного рынка в России. __""В такой структуре сложнее стало предполагать динамику курса, потому что даже какое-то одно небольшое действие, сделка (небольшое - я имею в виду в масштабе того, что мы имели в 2021 году), оно может привести к разовому значительному изменению курса рубля в ту или иную сторону"",__ - добавил он.

Сбербанк с учетом всего этого старается страховать валютные риски, заявил финдиректор.

@ifax_go"
2025-04-28 12:39:27,"**🛠Всеинструменты.ру в 2024 году нарастили выручку на 28,1%, EBITDA - на 27,6%**

ПАО ""ВИ.ру"" (бренд ""ВсеИнструменты.ру"") в 2024 году получило выручку в 170,1 млрд рублей, что на 28,1% выше показателя 2023 года, сообщила компания.

В компании рост выручки связывают с увеличением числа заказов, среднего чека и активной клиентской базы.
B2B-клиенты обеспечили компании 69,4% товарной выручки компании, а B2C - 30,6%, уточняют в ""Ви.Ру"".

Годовая EBITDA компании выросла на 27,6% и составила 12,8 млрд рублей. Рентабельность EBITDA составила 7,53% против 7,56% в 2023 году.

Чистый финансовый долг компании сложился на уровне 12,7 млрд рублей, соотношение чистого финансового долга к EBITDA (без учета долгосрочных и краткосрочных обязательств по аренде) - 1,7x.

@ifax_go"
2025-04-28 12:02:06,"**🇺🇸Слабый доллар поддержит акции США - Уилсон из Morgan Stanley**

Снижение курса доллара США окажет поддержку прибылям американских компаний и всему фондовому рынку, считает аналитик Morgan Stanley Майкл Уилсон.

__""Мы находимся в конце рыночного цикла, когда динамика акций качественных и крупных по капитализации эмитентов будет сравнительно лучше, чем у конкурентов"",__ - написал он в записке для клиентов.

По мнению Уилсона, индекс S&P 500 продолжит колебаться в диапазоне от 5 тыс. до 5,5 тыс. пунктов. Для подъема выше потребуется заключение торгового соглашения с Китаем, явное улучшение прогнозов для корпоративной прибыли и сигнал скорого смягчения денежно-кредитной политики Федрезерва, написал эксперт.

Индекс S&P 500 завершил прошлую неделю на отметке 5525 пунктов. С начала года он потерял 6,1%.

Рассчитываемый ICE индекс DXY, показывающий динамику доллара относительно шести валют (евро, швейцарский франк, иена, канадский доллар, фунт стерлингов и шведская крона), прибавляет в ходе торгов в понедельник 0,17%. С начала года индикатор опустился на 8,15%.

@ifax_go"
2025-04-28 11:35:37,"🔺**Рынок акций РФ усилил рост на новостях**

Российский рынок акций усилил рост в понедельник днем на новостях о том, что президент РФ Владимир Путин объявил перемирие в дни 80-летия Победы; лидируют обыкновенные акции ВТБ (+19,8%) на дивидендных новостях.

К 14:19 МСК индекс МосБиржи составил 3042,88 пункта (+1,22%), индекс РТС - 1159,73 пункта (+1,22%); цены большинства ""голубых фишек"" на Мосбирже демонстрируют позитивную динамику в пределах 4,3%.

@ifax_go"
2025-04-28 11:19:16,"🗣**Сбер будет стремиться не подвести акционеров в вопросе дивидендов за 2025 год**

__""Конечно, здесь очень много зависит от внешних факторов для нас, и от курса рубля, и от динамики котировок на рынке ценных бумаг, особенно на рынке облигаций, и от того, как будут расти кредитные портфели, и какая ситуация будет со ставками, с ключевой ставкой. Поэтому заранее обещать, что мы точно заплатим, мы не можем, но мы точно будем стремиться"",__ - сообщил зампред правления, финансовый директор банка Тарас Скворцов на конференц-звонке в понедельник, отвечая на вопрос, сможет ли банк снова пообещать акционерам рекордные дивиденды за 2025 год.

Финдиректор напомнил, что по итогам двух лет действия новой стратегии банк направляет на дивиденды 50% от прибыли. __""Я думаю, что третий год у нас останется по стратегии. Я думаю, что мы постараемся наших акционеров не подвести и за 2025 год тоже""__, - заявил Скворцов.

Ранее сообщалось, что наблюдательный совет Сбербанка рекомендовал акционерам выплатить дивиденды за 2024 год в размере 34,84 рубля на одну обыкновенную и привилегированную акцию. Всего на выплату дивидендов может быть направлено 786,9 млрд рублей, что составляет 50,6% от чистой прибыли по РСБУ и 49,8% от чистой прибыли по МСФО за 2024 год. 

Годовое собрание акционеров Сбербанка пройдет 30 июня в дистанционном формате.

@ifax_go"
2025-04-28 10:44:37,"📈**Акции ВТБ выросли на дивидендных новостях**

Рост обыкновенных акций ВТБ в ходе торгов на Московской бирже в понедельник достиг почти 20% (до 105,35 рубля за штуку) на дивидендных новостях.

@ifax_go"
2025-04-28 10:43:43,"**ВТБ возобновляет выплату дивидендов, набсовет рекомендовал выплатить 25,58 руб./акция по итогам 2024 года**

Наблюдательный совет рекомендовал собранию акционеров направить на дивиденды 50% от чистой прибыли по МСФО за 2024 год, или 274,75 млрд рублей, говорится в сообщении банка.

Размер дивидендов на одну обыкновенную акцию составит 25,58 рубля, общий объем выплат держателям обыкновенных акций составит 137,4 млрд рублей.

Годовое общее собрание акционеров состоится 30 июня 2025 года. Наблюдательный совет рекомендовал установить дату составления списка лиц, имеющих право на получение дивидендов 11 июля 2025 года.

@ifax_go"
