Дата,Текст
2025-02-27 10:08:44,"**📉Рынок акций РФ днем упал ниже 3200п по индексу МосБиржи в рамках коррекции**

Рынок акций РФ днем в четверг продолжает снижение из-за фиксации прибыли инвесторами на фоне сомнений в скором урегулировании конфликта вокруг Украины в свете новых заявлений президента США Дональда Трампа, фактором давления также выступают ожидания пролонгации жесткой монетарной политики ЦБ РФ из-за высокой инфляции. Индекс МосБиржи откатился ниже рубежа 3200 пунктов (уровень почти 2-недельной давности), в лидерах снижения выступают акции ПАО ""Группа компаний ПИК"" (-6,5%) и ГК ""Самолет"" (-5,1%).

К 13:00 МСК индекс МосБиржи составил 3197,98 пункта (-2,4%), индекс РТС - 1172,42 пункта (-2,4%); цены большинства ""голубых фишек"" на МосБирже снизились в пределах 4,9%.

@ifax_go"
2025-02-27 09:43:25,"🔄**Банк России не ожидает новых раундов обмена заблокированными активами инвесторов в 2025 году**

__""Мы не предполагаем. Мы полагаем, что максимум, что можно было из него (указа N844 - ИФ) получить, мы получили"",__ - заявил зампред ЦБ Филипп Габуния журналистам в кулуарах ежегодной встречи руководства ЦБ с банками, организованной Ассоциацией банков России.

__""Вы видите, что все время меняется все вокруг нас. Если будут обстоятельства, которые будут говорить о том, что целесообразно попробовать подойти к нему еще раз, мы, конечно, будем этот механизм или еще какой-то использовать для того, чтобы улучшить положение тех инвесторов, которые попали под воздействие недружественных действий со стороны других государств""__, - добавил он.

""Инвестиционная палата"", выступающая организатором обмена заблокированными активами между российскими инвесторами и нерезидентами, в 2024 году провела два этапа расчетов по выкупу заблокированных бумаг.

Суммарно нерезиденты выкупили заблокированные активы российских инвесторов на 10,64 млрд рублей.

@ifax_go"
2025-02-27 09:01:40,"**Сбер восстановил достаточность капитала до необходимого для выплаты дивидендов уровня**

__""Что очень важно, мы восстановили достаточность общего капитала по нормативу Н20.0 по группе до 13,3%. Данный показатель является основным критерием для определения уровня дивидендных выплат. Хочу сказать, что это был, наверно, самый трудно управляемый параметр у нас, но, слава богу, мы выполнили все наши цели на прошлый год"", __- сообщил президент - председатель правления банка Герман Греф на конференц-звонке.

__""Нет ни одного параметра, которые были установлены перед командой топ-менеджмента, который бы не был достигнут нами за прошлый год""__, - подчеркнул он.

Стратегия банка предусматривает направление на выплату дивидендов не менее 50% чистой прибыли по МСФО при уровне достаточности общего капитала Н20.0 не ниже 13,3%.

@ifax_go"
2025-02-27 08:21:47,"**🗣Набиуллина: сейчас, возможно, происходит разворот проинфляционных факторов**

__""По нашей оценке, сейчас, возможно, возможно - подчеркну, происходит разворот важных факторов, которые влияют на инфляционные процессы. Мы видим, как под влиянием нашей денежно-кредитной политики постепенно **кредитование переходит к более сбалансированному росту**. В ближайшие три года намечена **нормализация бюджетной политики**, поэтому вместо проинфляционного влияния это будет дезинфляционное влияние со стороны бюджета. И, кроме того, мы стали уже наблюдать некоторые признаки если не охлаждения, то **перестала нарастать напряженность на рынке труда** (это показывают разные показатели). Но подчеркну, что это лишь первые признаки, **надо будет оценивать устойчивость этих тенденций**""__, - заявила председатель ЦБ Эльвира Набиуллина на ежегодной встрече банков с руководством ЦБ, организованной Ассоциацией банков России.

Она напомнила, что по базовому сценарию ЦБ жесткие денежно-кредитные условия сохранятся длительный период.

Средний уровень ключевой ставки в 2025 году прогнозируется в диапазоне 19-22%, в 2026 году - 13-14%, в 2027 году - 7,5-8,5%, напомнила Набиуллина.

@ifax_go"
2025-02-27 08:19:32,"**Внедрение цифрового рубля в широком масштабе начнется позднее планов - Набиуллина**

__""Наши намерения - перейти к массовому внедрению цифрового рубля несколько позже, чем первоначально планировалось, а именно после того, как отработаем все детали в пилоте и проведем консультации с банками по экономической модели, которая наиболее привлекательна для их клиентов, для бизнеса, для людей"",__ - сообщила председатель ЦБ Эльвира Набиуллина на ежегодной встречи руководства ЦБ с банками, организованной Ассоциацией банков России.

__""Новую дату массового запуска мы сможем назвать позже"",__ - добавила она.

Банк России с 15 августа 2023 года проводит пилот с реальными цифровыми рублями. Ожидалось, что внедрение цифрового рубля в широкий оборот предполагается начинать поэтапно с 1 июля 2025 года.

По словам главы ЦБ, проект продолжается, пилот проходит успешно, в нем принимают участие 15 банков, 1700 граждан и порядка 30 компаний.

@ifax_go"
2025-02-27 07:34:29,"❗️**Главное из заявления Эльвиры Набиуллиной на ежегодной встрече руководства ЦБ с банками, организованной Ассоциацией банков России**

🔹 ЦБ прогнозирует прибыль банков РФ в 2025 году на уровне 3-3,5 трлн рублей, меньше, но сопоставимо с 2024 годом.

🔹 Банки должны сосредоточиться на укреплении капитала, упреждении кредитных рисков и работе с проблемной задолженностью.

🔹 Сокращение кредита, вероятно, продолжится в феврале, но оно не выходит за рамки сезонности; кредитного сжатия не ожидаем.

🔹 Строительная отрасль, по оценке ЦБ, вполне способна переждать временное замедление ипотеки, есть накопленный запас прибыли.

🔹 Потребкредитование в РФ в 2025 году может показать динамику от минус 1% до роста на 4%.

🔹 ЦБ больше не даст скидок банкам по нормативу краткосрочной ликвидности.

🔹 Рост кредита в дальнейшем вне зависимости от ДКП неизбежно будет более умеренным, чем в предыдущие два года, избытка капитала нет.

🔹 ЦБ готов давать послабления по резервам при реструктуризации кредитов, но при определенных условиях.

🔹 Банки должны оценивать финположение госкомпании так же, как и частных, если нет прямого обязательства государства принимать ее риски на себя.

🔹 ЦБ ужесточит требования по резервам и риск-весам для компаний с госучастием, если акционер не подтвердил обязательства по обслуживанию долга.

@ifax_go"
2025-02-27 07:15:58,"**🛒Fix Price в IV квартале нарастил выручку на 7,4%**

Выручка Fix Price в IV квартале 2024 года выросла на 7,4% по сравнению с аналогичным периодом прошлого года и составила 87,7 млрд рублей, говорится в сообщении компании.

Розничная выручка, которая генерирует подавляющую часть доходов ритейлера, достигла 80,6 млрд рублей, увеличившись на 10,7%. Оптовая выручка снизилась на 19,4%, до 7,2 млрд рублей.

Скорректированная EBITDA по МСФО 16 выросла на 13,3%, до 18,06 млрд рублей. Рентабельность по показателю составила 20,6% против 19,5% годом ранее.

Чистая прибыль уменьшилась на 17,6%, до 7,1 млрд рублей.

Выручка оказалась на уровне консенсус-прогноза ""Интерфакса"", которая также предполагала рост выручки на 7,4%, до 87,7 млрд рублей. Чистая прибыль оказалась выше ожиданий - аналитики предполагали снижение показателя на 21,9%, до 6,7 млрд рублей.

@ifax_go"
2025-02-27 07:08:49,"🇷🇺**Рынок акций РФ открылся в основную сессию снижением индексов МосБиржи и РТС на 1,2%**

Рынок акций РФ на старте торгов основной сессии на Мосбирже в четверг продолжил нисходящую коррекцию среды из-за появившихся сомнений в скором урегулировании конфликта вокруг Украины в свете новых заявлений президента США Дональда Трампа, фактором давления также выступают ожидания пролонгации жесткой монетарной политики ЦБ РФ из-за высокой инфляции. Индексы МосБиржи и РТС за минуту торгов снизились на 1,2%, лидерами отката выступают акции ГК ""Самолет"" (-4,3%), ""Эн+ груп"" (-3,2%), Совкомбанка (-3,2%).

К 10:01 МСК индекс МосБиржи составил 3238,44 пункта (-1,2%, на утренней сессии индекс опускался ниже 3205 пунктов), индекс РТС - 1186,58 пункта (-1,2%); цены большинства ""голубых фишек"" на Мосбирже снизились в пределах 3%.

Официальный курс доллара США, установленный ЦБ РФ с 27 февраля, составляет 85,9279 руб. (-70,39 копейки).

@ifax_go"
2025-02-27 07:07:19,"**Рубль утром дешевеет в паре с юанем в рамках коррекции после роста ранее в этом месяце**

По итогам первой минуты торгов курс юаня составил 12,078 руб. (+16,7 коп. к уровню предыдущего закрытия). Китайская валюта при этом оказалась на 34,1 коп. выше уровня действующего официального курса.

@ifax_go"
2025-02-27 06:57:49,"**Сбербанк в 2024 году увеличил чистую прибыль по МСФО на 4,8%**

Сбербанк в 2024 году увеличил чистую прибыль по МСФО на 4,8% - до 1 трлн 580,3 млрд руб. по сравнению с 1 трлн 508,6 млрд руб. за 2023 год, говорится в сообщении кредитной организации.

Чистая прибыль банка в IV квартале 2024 года сократилась на 1,8% - до 353,1 млрд руб. против 359,7 млрд руб. за аналогичный период 2023 года.

Результаты оказались хуже консенсус-прогноза аналитиков, предполагавшего рост чистой прибыли в 2024 году на 5,3% - до 1 трлн 589,3 млрд руб., в IV квартале - на 0,7% - до 362,1 млрд руб.

Рентабельность капитала в 2024 году сократилась до 24,0% с 25,3%, в IV квартале - до 20,6% с 22,9%.

Совокупные расходы на резервы и переоценка кредитов, оцениваемых по справедливой стоимости, в IV квартале 2024 года составили 135,4 млрд руб. преимущественно за счет создания резервов по корпоративному портфелю (годом ранее расходы составляли 30,1 млрд руб.). 

@ifax_go"
2025-02-27 06:54:33,"**Мосбиржа допустила биржевые фонды к утренним торгам**

Инвесторам с 27 февраля стали доступны сделки с паями биржевых паевых инвестиционных фондов (БПИФ) на утренней торговой сессии фондового рынка ""Московской биржи"", говорится в сообщении площадки.

Первыми фондами на утренних торгах стали БПИФ ""АТОН - Накопительный в рублях"" (AMNR) под управлением УК ""Атон-менеджмент"" и БПИФ ""Альфа-Капитал Облигации с переменным купоном"" (AKFB) под управлением УК ""Альфа-Капитал"".

Таким образом, на утренней сессии инвесторы сейчас могут заключать сделки со 116 ценными бумагами: 57 акциями, 57 ОФЗ и паями двух БПИФов.

Мосбиржа возобновила утреннюю сессию на фондовом рынке 27 января.

@ifax_go"
2025-02-27 06:35:03,"**Ozon в IV квартале нарастил GMV на 52%**

Ozon в IV квартале 2024 года нарастил оборот (GMV), включая услуги, на 52% - до 953 млрд рублей, говорится в отчете компании.

Консолидированная выручка за отчетный период выросла на 69% - до 216,6 млрд рублей.

GMV оказался хуже консенсус-прогноза ""Интерфакса"", а выручка превысила ожидания рынка: опрошенные ""Интерфаксом"" аналитики прогнозировали рост GMV Ozon на 52,9% - до 956,7 млрд рублей, выручки - на 53,9%, до 196,8 млрд рублей.

В отчетном периоде Ozon получил скорректированную EBITDA в 16,8 млрд рублей против 1,38 млрд рублей за IV квартал 2023 года.

Ozon по итогам 2025 года ожидает рост оборота (GMV), включая услуги, на 30-40%, сообщила компания.

Скорректированная EBITDA прогнозируется на уровне 70-90 млрд рублей.

@ifax_go"
2025-02-27 05:56:11,"**🛢Brent торгуется у $72,78 за баррель**

Цены на нефть слабо повышаются на торгах в четверг, оставаясь вблизи минимумов с начала этого года.

Стоимость апрельских фьючерсов на сорт Brent на лондонской бирже ICE Futures по данным на 8:20 мск составляет $72,78 за баррель, что на $0,25 (0,34%) выше, чем на закрытие предыдущих торгов. 

Фьючерсы на нефть WTI на апрель на электронных торгах Нью-Йоркской товарной биржи выросли в цене к этому времени на $0,17 (0,25%), до $68,79 за баррель.

@ifax_go"
2025-02-27 05:49:26,"**Nvidia увеличила выручку до рекорда в IV финквартале**

Американский производитель графических процессоров Nvidia Corp. в четвертом квартале 2025 финансового года нарастил чистую прибыль и выручку в 1,8 раза.

Как сообщается в пресс-релизе компании, чистая прибыль по итогам квартала, завершившегося 26 января, составила $22,091 млрд (89 центов в расчете на акцию) по сравнению с $9,243 млрд (49 центами на акцию) за сопоставимый период предыдущего фингода. Прибыль без учета разовых факторов выросла до 89 цента на бумагу с 52 центов.

Выручка поднялась до рекордных $39,331 млрд с $22,103 млрд годом ранее. В том числе доходы в сегменте дата-центров составили рекордные $35,6 млрд, что на 93% выше прошлогоднего показателя.

За минувший финквартал компания выкупила собственные акции на $7,81 млрд и выплатила $245 млн в виде дивидендов. 

Следующие дивиденды в размере 1 цента на акцию будут выплачены 2 апреля. Закрытие реестра акционеров назначено на 12 марта.

@ifax_go"
2025-02-27 05:43:05,"🇺🇸**Уолл-стрит закрылась без единой динамики**

Американские фондовые индексы завершили разнонаправленными изменениями торги в среду, инвесторы оценивали статданные и новости компаний.

Цена акций Nvidia Corp. повысилась на 3,7% перед публикацией квартального отчета чипмейкера.

Капитализация General Motors выросла на 3,8%. Автопроизводитель утвердил новую программу обратного выкупа акций на $6 млрд, а также повышение квартальных дивидендов на 25%.

🔻Dow Jones понизился на 0,43% и составил 43433,12 пункта.

🔺S&P 500 увеличился на 0,01% - до 5956,06 пункта.

🔺Nasdaq прибавил 0,26% и составил 19075,26 пункта.

@ifax_go"
2025-02-26 17:23:35,"**Краткий обзор экономической повестки дня:**

🔹 Выручка ПАО ""Ростелеком"" в IV квартале 2024 года составила 233,9 млрд рублей, что на 12% больше, чем за аналогичный период предыдущего года.

🔹 Банк России начал с компаниями и представителями финансового рынка дискуссию об обновлении Кодекса корпоративного управления (ККУ), считает возможным более подробное отражение вопросов дивидендной политики, взаимоотношений с инвесторами, сообщил первый заместитель председателя ЦБ РФ Владимир Чистюхин на XIV Всероссийском форуме по корпоративному управлению.

🔹 ""Газпром нефть"" передала Газпрому 5,15% акций сербской компании NIS, говорится в сообщении Белградской биржи.

🔹 Банк России ожидает ускорения годовой инфляции в РФ по итогам первого квартала 2025 года до 10,6% с 9,5% по итогам 2024 года, говорится в комментарии ЦБ к среднесрочному макроэкономическому обзору.

🔹 Банковский сектор России в 2025 году перейдет от профицита к дефициту ликвидности, который ожидается в диапазоне 1,6-2,4 трлн рублей, сообщил ЦБ РФ.

🔹 Рост ВВП РФ в IV квартале 2024 года составил, по расчетам ЦБ, 3,3% в годовом выражении, по данным ЦБ.

🔹 Инфляция в РФ с 18 по 24 февраля составила 0,23%, в годовом выражении выросла в район 10,1%, сообщил в среду Росстат.

#итогидня
@ifax_go"
2025-02-26 16:34:19,"**Что подорожало и подешевело в России с 18 по 24 февраля (по данным Росстата):**

**Инфляция** в РФ с 18 по 24 февраля составила 0,23%, в годовом выражении выросла в район 10,1%.

🔺**Подорожало:**

🐟 Рыба мороженая - на 1,2%.

🍼Консервы мясные для детского питания - на 1,0%.

🥩 Говядина, молоко пастеризованное, чай черный, печенье, консервы овощные для детского питания и водка - на 0,6%.

🍖 Баранина, творог и соль поваренная - на 0,5%.

🧀 Сыры твердые, полутвердые и мягкие - на 0,4%.

🐖 Свинина, молоко ультрапастеризованное, консервы фруктово-ягодные для детского питания, хлеб пшеничный - на 0,3%.

🌭 Колбасы вареные, сметана и хлеб ржаной - на 0,2%.

🥔Рост цен на плодоовощную продукцию составил 1,0%, в том числе на картофель - 3,1%, бананы - 2,0%, помидоры - 1,9%, капусту белокочанную - 1,5%, морковь - 0,9%, яблоки - 0,8%, лук репчатый и свеклу столовую - на 0,6%. 

🧻 Бумага туалетная - на 0,5%, пасты зубные и спички - на 0,3%.

⛽️ Бензин автомобильный и дизельное топливо - на 0,1%.

🏠Плата за жилье в домах государственного и муниципального жилищных фондов - на 1,0% и тарифы на проезд в городском автобусе - на 0,1%. 

🔻**Подешевело:**

🥒Огурцы - на 1,4%.

🥚 Яйца куриные - на 0,5%.

🐔 Мясо кур и крупа гречневая - на 0,4%.

🌾 Сосиски, сардельки, мука пшеничная - на 0,2%.

🧈 Масло сливочное, макаронные изделия и вермишель - на 0,1%.

🧼 Мыло туалетное, подгузники детские и сухие корма для домашних животных - на 0,2%.

📺 Электропылесосы - на 0,9%, телевизоры - на 0,7%.

#Росстат
@ifax_go"
